match_id,hero_0,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,match_time,game_stage,counter,net_worth_diff,exp_diff,score_diff,radiant_win
6166284717,sand-king,anti-mage,huskar,venomancer,witch-doctor,centaur-warrunner,jakiro,sven,silencer,weaver,00:28:35,late game,-0.54,21295,27671,10,1.0
6166285074,windranger,legion-commander,invoker,phantom-assassin,winter-wyvern,ogre-magi,slark,sand-king,templar-assassin,lifestealer,00:13:40,early game,0.64,-1935,-2042,1,0.0
6166285074,windranger,legion-commander,invoker,phantom-assassin,winter-wyvern,ogre-magi,slark,sand-king,templar-assassin,lifestealer,00:25:52,mid game,0.64,-18235,-25092,-15,0.0
6166285074,windranger,legion-commander,invoker,phantom-assassin,winter-wyvern,ogre-magi,slark,sand-king,templar-assassin,lifestealer,00:27:55,late game,0.64,-23110,-29495,-19,0.0
6166239466,spectre,shadow-shaman,pudge,kunkka,shadow-fiend,sven,legion-commander,nyx-assassin,bane,dawnbreaker,00:08:23,early game,4.92,37,-184,1,0.0
6166239466,spectre,shadow-shaman,pudge,kunkka,shadow-fiend,sven,legion-commander,nyx-assassin,bane,dawnbreaker,00:24:21,mid game,4.92,-2716,-5498,-2,0.0
6166239466,spectre,shadow-shaman,pudge,kunkka,shadow-fiend,sven,legion-commander,nyx-assassin,bane,dawnbreaker,00:30:45,late game,4.92,-3672,-9374,-6,0.0
6166239466,spectre,shadow-shaman,pudge,kunkka,shadow-fiend,sven,legion-commander,nyx-assassin,bane,dawnbreaker,00:50:29,superlate game,4.92,-2233,-10068,-7,0.0
6166239468,bounty-hunter,huskar,juggernaut,dragon-knight,luna,viper,storm-spirit,medusa,sand-king,bane,00:14:54,early game,-6.25,7337,7702,7,0.0
6166239468,bounty-hunter,huskar,juggernaut,dragon-knight,luna,viper,storm-spirit,medusa,sand-king,bane,00:26:16,mid game,-6.25,16485,20215,12,0.0
6166239468,bounty-hunter,huskar,juggernaut,dragon-knight,luna,viper,storm-spirit,medusa,sand-king,bane,00:33:02,late game,-6.25,24702,30025,16,0.0
6166239468,bounty-hunter,huskar,juggernaut,dragon-knight,luna,viper,storm-spirit,medusa,sand-king,bane,00:43:35,superlate game,-6.25,16876,14206,13,0.0
6166243751,naga-siren,crystal-maiden,void-spirit,mirana,earthshaker,riki,dazzle,sniper,wraith-king,zeus,00:03:10,early game,0.94,671,23,1,1.0
6166243751,naga-siren,crystal-maiden,void-spirit,mirana,earthshaker,riki,dazzle,sniper,wraith-king,zeus,00:22:34,mid game,0.94,7030,10904,16,1.0
6166243751,naga-siren,crystal-maiden,void-spirit,mirana,earthshaker,riki,dazzle,sniper,wraith-king,zeus,00:29:31,late game,0.94,4662,7979,17,1.0
6166243751,naga-siren,crystal-maiden,void-spirit,mirana,earthshaker,riki,dazzle,sniper,wraith-king,zeus,00:51:01,superlate game,0.94,11853,20331,23,1.0
6166246077,invoker,spectre,monkey-king,pudge,jakiro,grimstroke,faceless-void,necrophos,lycan,dawnbreaker,00:05:32,early game,-4.59,218,451,1,0.0
6166246077,invoker,spectre,monkey-king,pudge,jakiro,grimstroke,faceless-void,necrophos,lycan,dawnbreaker,00:24:28,mid game,-4.59,-2376,-7883,-6,0.0
6166246077,invoker,spectre,monkey-king,pudge,jakiro,grimstroke,faceless-void,necrophos,lycan,dawnbreaker,00:36:51,late game,-4.59,-11487,-9706,-11,0.0
6166246077,invoker,spectre,monkey-king,pudge,jakiro,grimstroke,faceless-void,necrophos,lycan,dawnbreaker,00:39:07,superlate game,-4.59,-16259,-20924,-14,0.0
6166247340,lion,keeper-of-the-light,tusk,lifestealer,bloodseeker,disruptor,pudge,earthshaker,timbersaw,terrorblade,00:16:22,early game,4.3,-3332,-682,-1,0.0
6166247340,lion,keeper-of-the-light,tusk,lifestealer,bloodseeker,disruptor,pudge,earthshaker,timbersaw,terrorblade,00:26:03,mid game,4.3,-6314,-5498,-3,0.0
6166247340,lion,keeper-of-the-light,tusk,lifestealer,bloodseeker,disruptor,pudge,earthshaker,timbersaw,terrorblade,00:36:50,late game,4.3,-8476,-3334,-2,0.0
6166247340,lion,keeper-of-the-light,tusk,lifestealer,bloodseeker,disruptor,pudge,earthshaker,timbersaw,terrorblade,00:41:03,superlate game,4.3,-9224,-1105,0,0.0
6166250357,slark,omniknight,pugna,legion-commander,sniper,outworld-destroyer,shadow-fiend,phoenix,gyrocopter,ogre-magi,00:00:33,early game,-9.47,0,0,0,0.0
6166250357,slark,omniknight,pugna,legion-commander,sniper,outworld-destroyer,shadow-fiend,phoenix,gyrocopter,ogre-magi,00:26:42,mid game,-9.47,10734,14329,15,0.0
6166250357,slark,omniknight,pugna,legion-commander,sniper,outworld-destroyer,shadow-fiend,phoenix,gyrocopter,ogre-magi,00:32:11,late game,-9.47,1287,-10506,10,0.0
6166250357,slark,omniknight,pugna,legion-commander,sniper,outworld-destroyer,shadow-fiend,phoenix,gyrocopter,ogre-magi,00:39:01,superlate game,-9.47,-12658,-38427,1,0.0
6166250965,void-spirit,bane,pangolier,gyrocopter,winter-wyvern,faceless-void,magnus,necrophos,alchemist,pudge,00:13:32,early game,1.32,25,-1933,4,1.0
6166250965,void-spirit,bane,pangolier,gyrocopter,winter-wyvern,faceless-void,magnus,necrophos,alchemist,pudge,00:17:43,mid game,1.32,-1801,-7190,1,1.0
6166250965,void-spirit,bane,pangolier,gyrocopter,winter-wyvern,faceless-void,magnus,necrophos,alchemist,pudge,00:34:09,late game,1.32,-10270,-15723,0,1.0
6166250965,void-spirit,bane,pangolier,gyrocopter,winter-wyvern,faceless-void,magnus,necrophos,alchemist,pudge,00:46:41,superlate game,1.32,6799,7935,5,1.0
6166251450,phantom-assassin,tinker,bane,windranger,crystal-maiden,clockwerk,dazzle,kunkka,clinkz,sniper,00:00:20,early game,1.58,311,100,1,0.0
6166251450,phantom-assassin,tinker,bane,windranger,crystal-maiden,clockwerk,dazzle,kunkka,clinkz,sniper,00:25:11,mid game,1.58,-245,-5579,3,0.0
6166251450,phantom-assassin,tinker,bane,windranger,crystal-maiden,clockwerk,dazzle,kunkka,clinkz,sniper,00:33:13,late game,1.58,-7534,-11567,1,0.0
6166251450,phantom-assassin,tinker,bane,windranger,crystal-maiden,clockwerk,dazzle,kunkka,clinkz,sniper,00:42:34,superlate game,1.58,-2526,-359,5,0.0
6166253367,grimstroke,pudge,natures-prophet,bloodseeker,zeus,wraith-king,shadow-shaman,lina,spirit-breaker,timbersaw,00:02:21,early game,1.22,-45,211,2,0.0
6166253367,grimstroke,pudge,natures-prophet,bloodseeker,zeus,wraith-king,shadow-shaman,lina,spirit-breaker,timbersaw,00:26:39,mid game,1.22,-4924,-11565,-7,0.0
6166253367,grimstroke,pudge,natures-prophet,bloodseeker,zeus,wraith-king,shadow-shaman,lina,spirit-breaker,timbersaw,00:34:34,late game,1.22,-9982,-22306,-11,0.0
6166253367,grimstroke,pudge,natures-prophet,bloodseeker,zeus,wraith-king,shadow-shaman,lina,spirit-breaker,timbersaw,00:45:50,superlate game,1.22,-19753,-31090,-9,0.0
6166253852,storm-spirit,juggernaut,lina,silencer,doom,faceless-void,lion,dragon-knight,rubick,tiny,00:03:18,early game,-2.61,535,195,0,1.0
6166253852,storm-spirit,juggernaut,lina,silencer,doom,faceless-void,lion,dragon-knight,rubick,tiny,00:21:55,mid game,-2.61,-3502,-12513,-7,1.0
6166253852,storm-spirit,juggernaut,lina,silencer,doom,faceless-void,lion,dragon-knight,rubick,tiny,00:34:36,late game,-2.61,-2891,-13259,-10,1.0
6166253852,storm-spirit,juggernaut,lina,silencer,doom,faceless-void,lion,dragon-knight,rubick,tiny,00:41:57,superlate game,-2.61,4637,2181,-7,1.0
6166254658,bounty-hunter,sniper,phantom-assassin,axe,dazzle,storm-spirit,juggernaut,abaddon,timbersaw,silencer,00:05:06,early game,-4.64,-1180,-588,-1,0.0
6166254658,bounty-hunter,sniper,phantom-assassin,axe,dazzle,storm-spirit,juggernaut,abaddon,timbersaw,silencer,00:25:44,mid game,-4.64,-1423,-8049,-4,0.0
6166254658,bounty-hunter,sniper,phantom-assassin,axe,dazzle,storm-spirit,juggernaut,abaddon,timbersaw,silencer,00:34:42,late game,-4.64,-3466,-14003,-4,0.0
6166254658,bounty-hunter,sniper,phantom-assassin,axe,dazzle,storm-spirit,juggernaut,abaddon,timbersaw,silencer,00:43:33,superlate game,-4.64,2093,-10530,-1,0.0
6166257471,skywrath-mage,juggernaut,phoenix,clockwerk,lion,earthshaker,doom,tinker,monkey-king,treant-protector,00:03:36,early game,15.11,413,139,1,1.0
6166257471,skywrath-mage,juggernaut,phoenix,clockwerk,lion,earthshaker,doom,tinker,monkey-king,treant-protector,00:19:22,mid game,15.11,5510,8267,16,1.0
6166257471,skywrath-mage,juggernaut,phoenix,clockwerk,lion,earthshaker,doom,tinker,monkey-king,treant-protector,00:31:06,late game,15.11,15830,32004,30,1.0
6166257471,skywrath-mage,juggernaut,phoenix,clockwerk,lion,earthshaker,doom,tinker,monkey-king,treant-protector,00:43:38,superlate game,15.11,31093,63250,43,1.0
6166257475,luna,venomancer,techies,sniper,bristleback,lina,dawnbreaker,invoker,drow-ranger,omniknight,00:06:54,early game,7.55,-482,-638,-1,0.0
6166257475,luna,venomancer,techies,sniper,bristleback,lina,dawnbreaker,invoker,drow-ranger,omniknight,00:23:25,mid game,7.55,153,-3242,-10,0.0
6166257475,luna,venomancer,techies,sniper,bristleback,lina,dawnbreaker,invoker,drow-ranger,omniknight,00:33:54,late game,7.55,-2037,-11386,-12,0.0
6166257475,luna,venomancer,techies,sniper,bristleback,lina,dawnbreaker,invoker,drow-ranger,omniknight,00:42:37,superlate game,7.55,-9435,-28100,-15,0.0
6166257886,axe,hoodwink,silencer,keeper-of-the-light,spectre,sand-king,zeus,naga-siren,snapfire,necrophos,00:00:17,early game,-3.14,-200,0,0,0.0
6166257886,axe,hoodwink,silencer,keeper-of-the-light,spectre,sand-king,zeus,naga-siren,snapfire,necrophos,00:22:03,mid game,-3.14,317,4052,3,0.0
6166257886,axe,hoodwink,silencer,keeper-of-the-light,spectre,sand-king,zeus,naga-siren,snapfire,necrophos,00:31:08,late game,-3.14,-2386,2651,1,0.0
6166257886,axe,hoodwink,silencer,keeper-of-the-light,spectre,sand-king,zeus,naga-siren,snapfire,necrophos,00:40:55,superlate game,-3.14,-3818,1496,0,0.0
6166258224,sniper,ogre-magi,anti-mage,tinker,sven,lone-druid,oracle,lifestealer,grimstroke,spirit-breaker,00:02:04,early game,-3.0,94,-56,1,1.0
6166258224,sniper,ogre-magi,anti-mage,tinker,sven,lone-druid,oracle,lifestealer,grimstroke,spirit-breaker,00:25:25,mid game,-3.0,-6590,-7102,-8,1.0
6166258224,sniper,ogre-magi,anti-mage,tinker,sven,lone-druid,oracle,lifestealer,grimstroke,spirit-breaker,00:33:10,late game,-3.0,5514,13334,-2,1.0
6166258224,sniper,ogre-magi,anti-mage,tinker,sven,lone-druid,oracle,lifestealer,grimstroke,spirit-breaker,00:37:37,superlate game,-3.0,10469,12922,-1,1.0
6166258282,monkey-king,skywrath-mage,huskar,kunkka,crystal-maiden,sand-king,drow-ranger,ogre-magi,luna,lina,00:05:07,early game,1.24,-873,1,0,1.0
6166258282,monkey-king,skywrath-mage,huskar,kunkka,crystal-maiden,sand-king,drow-ranger,ogre-magi,luna,lina,00:22:19,mid game,1.24,7631,12901,6,1.0
6166258282,monkey-king,skywrath-mage,huskar,kunkka,crystal-maiden,sand-king,drow-ranger,ogre-magi,luna,lina,00:33:07,late game,1.24,3015,2514,1,1.0
6166258282,monkey-king,skywrath-mage,huskar,kunkka,crystal-maiden,sand-king,drow-ranger,ogre-magi,luna,lina,00:43:09,superlate game,1.24,6786,17620,2,1.0
6166259015,hoodwink,legion-commander,pudge,silencer,ancient-apparition,riki,bristleback,lion,viper,dragon-knight,00:01:37,early game,11.0,-184,275,0,0.0
6166259015,hoodwink,legion-commander,pudge,silencer,ancient-apparition,riki,bristleback,lion,viper,dragon-knight,00:22:51,mid game,11.0,-2640,-5884,1,0.0
6166259015,hoodwink,legion-commander,pudge,silencer,ancient-apparition,riki,bristleback,lion,viper,dragon-knight,00:32:32,late game,11.0,-2649,-5159,5,0.0
6166259015,hoodwink,legion-commander,pudge,silencer,ancient-apparition,riki,bristleback,lion,viper,dragon-knight,00:42:29,superlate game,11.0,-17433,-26935,1,0.0
6166259740,slark,grimstroke,natures-prophet,dark-willow,zeus,clockwerk,keeper-of-the-light,ursa,jakiro,sniper,00:07:06,early game,4.77,-1823,-880,-2,1.0
6166259740,slark,grimstroke,natures-prophet,dark-willow,zeus,clockwerk,keeper-of-the-light,ursa,jakiro,sniper,00:23:17,mid game,4.77,-6818,-12801,-13,1.0
6166259740,slark,grimstroke,natures-prophet,dark-willow,zeus,clockwerk,keeper-of-the-light,ursa,jakiro,sniper,00:32:49,late game,4.77,-11559,-23164,-16,1.0
6166259740,slark,grimstroke,natures-prophet,dark-willow,zeus,clockwerk,keeper-of-the-light,ursa,jakiro,sniper,00:41:23,superlate game,4.77,4057,10776,-8,1.0
6166260934,axe,nyx-assassin,phantom-assassin,jakiro,shadow-fiend,lina,silencer,doom,lion,drow-ranger,00:06:33,early game,1.45,-1127,1205,2,1.0
6166260934,axe,nyx-assassin,phantom-assassin,jakiro,shadow-fiend,lina,silencer,doom,lion,drow-ranger,00:22:05,mid game,1.45,795,6029,3,1.0
6166260934,axe,nyx-assassin,phantom-assassin,jakiro,shadow-fiend,lina,silencer,doom,lion,drow-ranger,00:32:19,late game,1.45,8615,16778,12,1.0
6166260934,axe,nyx-assassin,phantom-assassin,jakiro,shadow-fiend,lina,silencer,doom,lion,drow-ranger,00:37:58,superlate game,1.45,9492,5785,11,1.0
6166261717,lina,techies,bloodseeker,keeper-of-the-light,bristleback,vengeful-spirit,dazzle,kunkka,sven,tinker,00:16:51,early game,-1.77,2516,2342,8,0.0
6166261717,lina,techies,bloodseeker,keeper-of-the-light,bristleback,vengeful-spirit,dazzle,kunkka,sven,tinker,00:18:14,mid game,-1.77,507,-1530,6,0.0
6166261717,lina,techies,bloodseeker,keeper-of-the-light,bristleback,vengeful-spirit,dazzle,kunkka,sven,tinker,00:32:18,late game,-1.77,-5085,-10229,4,0.0
6166261717,lina,techies,bloodseeker,keeper-of-the-light,bristleback,vengeful-spirit,dazzle,kunkka,sven,tinker,00:38:16,superlate game,-1.77,-11429,-20963,1,0.0
6166261832,juggernaut,invoker,legion-commander,storm-spirit,viper,rubick,outworld-destroyer,pudge,keeper-of-the-light,faceless-void,00:08:43,early game,4.3,4201,2417,2,1.0
6166261832,juggernaut,invoker,legion-commander,storm-spirit,viper,rubick,outworld-destroyer,pudge,keeper-of-the-light,faceless-void,00:26:54,mid game,4.3,12061,14063,5,1.0
6166261832,juggernaut,invoker,legion-commander,storm-spirit,viper,rubick,outworld-destroyer,pudge,keeper-of-the-light,faceless-void,00:32:09,late game,4.3,13156,15423,2,1.0
6166261832,juggernaut,invoker,legion-commander,storm-spirit,viper,rubick,outworld-destroyer,pudge,keeper-of-the-light,faceless-void,00:41:07,superlate game,4.3,34095,48484,12,1.0
6166262406,jakiro,lycan,chaos-knight,windranger,witch-doctor,invoker,zeus,omniknight,lina,kunkka,00:15:39,early game,-2.25,-1387,-1833,-4,1.0
6166262406,jakiro,lycan,chaos-knight,windranger,witch-doctor,invoker,zeus,omniknight,lina,kunkka,00:17:40,mid game,-2.25,-1608,1401,-1,1.0
6166262406,jakiro,lycan,chaos-knight,windranger,witch-doctor,invoker,zeus,omniknight,lina,kunkka,00:36:30,late game,-2.25,5780,18142,6,1.0
6166262406,jakiro,lycan,chaos-knight,windranger,witch-doctor,invoker,zeus,omniknight,lina,kunkka,00:37:12,superlate game,-2.25,8739,24621,8,1.0
6166264589,sniper,dawnbreaker,hoodwink,ursa,skywrath-mage,lion,underlord,luna,pudge,juggernaut,00:12:08,early game,15.97,34,2256,0,0.0
6166264589,sniper,dawnbreaker,hoodwink,ursa,skywrath-mage,lion,underlord,luna,pudge,juggernaut,00:21:15,mid game,15.97,2026,2754,2,0.0
6166264589,sniper,dawnbreaker,hoodwink,ursa,skywrath-mage,lion,underlord,luna,pudge,juggernaut,00:30:09,late game,15.97,-1444,-4802,-1,0.0
6166264589,sniper,dawnbreaker,hoodwink,ursa,skywrath-mage,lion,underlord,luna,pudge,juggernaut,00:38:45,superlate game,15.97,-12770,-25123,-7,0.0
6166265761,bounty-hunter,kunkka,ursa,legion-commander,grimstroke,earthshaker,huskar,vengeful-spirit,mars,lone-druid,00:02:33,early game,-16.8,330,410,3,1.0
6166265761,bounty-hunter,kunkka,ursa,legion-commander,grimstroke,earthshaker,huskar,vengeful-spirit,mars,lone-druid,00:24:19,mid game,-16.8,1288,-1120,1,1.0
6166265761,bounty-hunter,kunkka,ursa,legion-commander,grimstroke,earthshaker,huskar,vengeful-spirit,mars,lone-druid,00:34:52,late game,-16.8,11327,17216,12,1.0
6166265761,bounty-hunter,kunkka,ursa,legion-commander,grimstroke,earthshaker,huskar,vengeful-spirit,mars,lone-druid,00:38:19,superlate game,-16.8,7746,9115,10,1.0
6166266097,riki,wraith-king,witch-doctor,lion,bristleback,morphling,timbersaw,lifestealer,slardar,necrophos,00:00:37,early game,-4.77,1006,254,2,1.0
6166266097,riki,wraith-king,witch-doctor,lion,bristleback,morphling,timbersaw,lifestealer,slardar,necrophos,00:20:54,mid game,-4.77,-7609,-14288,-9,1.0
6166266097,riki,wraith-king,witch-doctor,lion,bristleback,morphling,timbersaw,lifestealer,slardar,necrophos,00:29:31,late game,-4.77,-4455,-14800,-6,1.0
6166266469,brewmaster,venomancer,riki,huskar,crystal-maiden,spectre,phantom-assassin,storm-spirit,warlock,dazzle,00:02:39,early game,7.11,-814,158,0,0.0
6166266469,brewmaster,venomancer,riki,huskar,crystal-maiden,spectre,phantom-assassin,storm-spirit,warlock,dazzle,00:21:59,mid game,7.11,-2766,-6494,-11,0.0
6166266469,brewmaster,venomancer,riki,huskar,crystal-maiden,spectre,phantom-assassin,storm-spirit,warlock,dazzle,00:31:43,late game,7.11,-5602,-10321,-13,0.0
6166266469,brewmaster,venomancer,riki,huskar,crystal-maiden,spectre,phantom-assassin,storm-spirit,warlock,dazzle,00:38:48,superlate game,7.11,-29040,-49073,-24,0.0
6166267037,pudge,dawnbreaker,riki,razor,brewmaster,spectre,grimstroke,ancient-apparition,sniper,templar-assassin,00:04:23,early game,9.3,-437,-392,0,0.0
6166267037,pudge,dawnbreaker,riki,razor,brewmaster,spectre,grimstroke,ancient-apparition,sniper,templar-assassin,00:19:53,mid game,9.3,-5391,-6784,-3,0.0
6166267037,pudge,dawnbreaker,riki,razor,brewmaster,spectre,grimstroke,ancient-apparition,sniper,templar-assassin,00:28:16,late game,9.3,-7586,-9669,-1,0.0
6166267037,pudge,dawnbreaker,riki,razor,brewmaster,spectre,grimstroke,ancient-apparition,sniper,templar-assassin,00:37:45,superlate game,9.3,-14393,-31946,-7,0.0
6166267175,bane,anti-mage,keeper-of-the-light,mars,shadow-shaman,jakiro,clinkz,hoodwink,doom,invoker,00:11:28,early game,1.51,968,341,1,1.0
6166267175,bane,anti-mage,keeper-of-the-light,mars,shadow-shaman,jakiro,clinkz,hoodwink,doom,invoker,00:20:14,mid game,1.51,7036,11961,12,1.0
6166267175,bane,anti-mage,keeper-of-the-light,mars,shadow-shaman,jakiro,clinkz,hoodwink,doom,invoker,00:36:44,late game,1.51,12305,17070,21,1.0
6166267175,bane,anti-mage,keeper-of-the-light,mars,shadow-shaman,jakiro,clinkz,hoodwink,doom,invoker,00:39:01,superlate game,1.51,14850,26420,24,1.0
6166267432,phantom-assassin,queen-of-pain,sniper,doom,invoker,chaos-knight,outworld-destroyer,bounty-hunter,disruptor,monkey-king,00:03:31,early game,6.9,-102,-210,-2,0.0
6166267432,phantom-assassin,queen-of-pain,sniper,doom,invoker,chaos-knight,outworld-destroyer,bounty-hunter,disruptor,monkey-king,00:21:20,mid game,6.9,-3665,-4857,-13,0.0
6166267432,phantom-assassin,queen-of-pain,sniper,doom,invoker,chaos-knight,outworld-destroyer,bounty-hunter,disruptor,monkey-king,00:31:39,late game,6.9,-14199,-17328,-23,0.0
6166267432,phantom-assassin,queen-of-pain,sniper,doom,invoker,chaos-knight,outworld-destroyer,bounty-hunter,disruptor,monkey-king,00:38:21,superlate game,6.9,-26250,-35814,-27,0.0
6166268518,dazzle,sniper,wraith-king,silencer,grimstroke,witch-doctor,anti-mage,lion,tidehunter,ogre-magi,00:00:33,early game,-7.36,-35,-29,0,0.0
6166268518,dazzle,sniper,wraith-king,silencer,grimstroke,witch-doctor,anti-mage,lion,tidehunter,ogre-magi,00:24:05,mid game,-7.36,-2051,-4930,-8,0.0
6166268518,dazzle,sniper,wraith-king,silencer,grimstroke,witch-doctor,anti-mage,lion,tidehunter,ogre-magi,00:36:55,late game,-7.36,-3509,-12837,-12,0.0
6166268518,dazzle,sniper,wraith-king,silencer,grimstroke,witch-doctor,anti-mage,lion,tidehunter,ogre-magi,00:38:39,superlate game,-7.36,-10086,-28920,-17,0.0
6166269084,slark,tinker,ogre-magi,dazzle,earthshaker,storm-spirit,ancient-apparition,night-stalker,anti-mage,undying,00:00:15,early game,-10.12,-800,0,0,1.0
6166269084,slark,tinker,ogre-magi,dazzle,earthshaker,storm-spirit,ancient-apparition,night-stalker,anti-mage,undying,00:19:19,mid game,-10.12,306,-23,2,1.0
6166269084,slark,tinker,ogre-magi,dazzle,earthshaker,storm-spirit,ancient-apparition,night-stalker,anti-mage,undying,00:31:22,late game,-10.12,3609,4995,4,1.0
6166270732,silencer,viper,puck,spirit-breaker,phantom-lancer,invoker,jakiro,legion-commander,dawnbreaker,slark,00:04:29,early game,-8.9,395,973,0,0.0
6166270732,silencer,viper,puck,spirit-breaker,phantom-lancer,invoker,jakiro,legion-commander,dawnbreaker,slark,00:22:26,mid game,-8.9,7049,10054,7,0.0
6166270732,silencer,viper,puck,spirit-breaker,phantom-lancer,invoker,jakiro,legion-commander,dawnbreaker,slark,00:33:30,late game,-8.9,-1974,-11503,1,0.0
6166271253,phantom-assassin,pudge,crystal-maiden,lina,clockwerk,doom,sven,dark-willow,magnus,techies,00:16:31,early game,1.09,-3084,-2285,0,1.0
6166271253,phantom-assassin,pudge,crystal-maiden,lina,clockwerk,doom,sven,dark-willow,magnus,techies,00:19:17,mid game,1.09,-1978,-797,0,1.0
6166271253,phantom-assassin,pudge,crystal-maiden,lina,clockwerk,doom,sven,dark-willow,magnus,techies,00:33:16,late game,1.09,10639,20644,10,1.0
6166271253,phantom-assassin,pudge,crystal-maiden,lina,clockwerk,doom,sven,dark-willow,magnus,techies,00:37:09,superlate game,1.09,16465,31619,14,1.0
6166271457,night-stalker,ogre-magi,shadow-fiend,grimstroke,anti-mage,tidehunter,dazzle,invoker,meepo,axe,00:02:44,early game,-9.37,731,253,1,1.0
6166271457,night-stalker,ogre-magi,shadow-fiend,grimstroke,anti-mage,tidehunter,dazzle,invoker,meepo,axe,00:25:58,mid game,-9.37,6895,8150,5,1.0
6166271457,night-stalker,ogre-magi,shadow-fiend,grimstroke,anti-mage,tidehunter,dazzle,invoker,meepo,axe,00:29:28,late game,-9.37,8775,16097,8,1.0
6166271568,jakiro,undying,slark,skywrath-mage,oracle,gyrocopter,tinker,pangolier,silencer,morphling,00:15:58,early game,-1.11,1571,-1343,-2,0.0
6166271568,jakiro,undying,slark,skywrath-mage,oracle,gyrocopter,tinker,pangolier,silencer,morphling,00:25:04,mid game,-1.11,-1812,-1279,1,0.0
6166271568,jakiro,undying,slark,skywrath-mage,oracle,gyrocopter,tinker,pangolier,silencer,morphling,00:33:42,late game,-1.11,91,6528,9,0.0
6166271728,ancient-apparition,pudge,phantom-assassin,dragon-knight,puck,tusk,axe,sand-king,sven,oracle,00:08:45,early game,-2.12,1101,627,3,0.0
6166271728,ancient-apparition,pudge,phantom-assassin,dragon-knight,puck,tusk,axe,sand-king,sven,oracle,00:26:15,mid game,-2.12,-3424,-5499,8,0.0
6166271728,ancient-apparition,pudge,phantom-assassin,dragon-knight,puck,tusk,axe,sand-king,sven,oracle,00:34:33,late game,-2.12,-21183,-35348,-4,0.0
6166271895,windranger,luna,sniper,lion,clinkz,mars,storm-spirit,enigma,venomancer,faceless-void,00:06:11,early game,-1.61,45,1005,2,1.0
6166271895,windranger,luna,sniper,lion,clinkz,mars,storm-spirit,enigma,venomancer,faceless-void,00:17:32,mid game,-1.61,1322,5077,2,1.0
6166271895,windranger,luna,sniper,lion,clinkz,mars,storm-spirit,enigma,venomancer,faceless-void,00:27:19,late game,-1.61,9519,29037,18,1.0
6166275446,morphling,alchemist,lycan,rubick,pudge,kunkka,clinkz,anti-mage,vengeful-spirit,clockwerk,00:07:37,early game,-2.51,-956,-1513,-4,0.0
6166275446,morphling,alchemist,lycan,rubick,pudge,kunkka,clinkz,anti-mage,vengeful-spirit,clockwerk,00:23:10,mid game,-2.51,-2043,-4647,-1,0.0
6166275446,morphling,alchemist,lycan,rubick,pudge,kunkka,clinkz,anti-mage,vengeful-spirit,clockwerk,00:30:14,late game,-2.51,-16095,-23771,-7,0.0
6166276003,pudge,dragon-knight,storm-spirit,sniper,witch-doctor,bounty-hunter,windranger,phantom-assassin,ember-spirit,night-stalker,00:11:51,early game,-1.03,-817,-1349,1,0.0
6166276003,pudge,dragon-knight,storm-spirit,sniper,witch-doctor,bounty-hunter,windranger,phantom-assassin,ember-spirit,night-stalker,00:17:15,mid game,-1.03,-2082,-3704,1,0.0
6166276003,pudge,dragon-knight,storm-spirit,sniper,witch-doctor,bounty-hunter,windranger,phantom-assassin,ember-spirit,night-stalker,00:33:02,late game,-1.03,-36876,-51775,-16,0.0
6166276968,dazzle,enchantress,sven,phantom-lancer,techies,slardar,necrophos,ogre-magi,anti-mage,silencer,00:01:56,early game,17.48,933,530,1,1.0
6166276968,dazzle,enchantress,sven,phantom-lancer,techies,slardar,necrophos,ogre-magi,anti-mage,silencer,00:17:27,mid game,17.48,7605,9809,3,1.0
6166276968,dazzle,enchantress,sven,phantom-lancer,techies,slardar,necrophos,ogre-magi,anti-mage,silencer,00:27:48,late game,17.48,8412,17374,9,1.0
6166278293,rubick,lycan,wraith-king,ogre-magi,invoker,faceless-void,omniknight,outworld-destroyer,shadow-shaman,nyx-assassin,00:12:00,early game,11.66,1234,2887,3,1.0
6166278293,rubick,lycan,wraith-king,ogre-magi,invoker,faceless-void,omniknight,outworld-destroyer,shadow-shaman,nyx-assassin,00:21:06,mid game,11.66,9714,11141,13,1.0
6166278293,rubick,lycan,wraith-king,ogre-magi,invoker,faceless-void,omniknight,outworld-destroyer,shadow-shaman,nyx-assassin,00:29:53,late game,11.66,13075,11519,15,1.0
6166278767,underlord,wraith-king,natures-prophet,slardar,riki,tusk,skywrath-mage,sniper,warlock,faceless-void,00:06:26,early game,4.05,-446,-755,-4,1.0
6166278767,underlord,wraith-king,natures-prophet,slardar,riki,tusk,skywrath-mage,sniper,warlock,faceless-void,00:20:15,mid game,4.05,1320,1417,-7,1.0
6166278767,underlord,wraith-king,natures-prophet,slardar,riki,tusk,skywrath-mage,sniper,warlock,faceless-void,00:29:56,late game,4.05,19041,31407,9,1.0
6166279332,spirit-breaker,pudge,lion,ursa,techies,lina,tidehunter,anti-mage,slardar,disruptor,00:07:15,early game,-3.19,-913,-778,1,0.0
6166279332,spirit-breaker,pudge,lion,ursa,techies,lina,tidehunter,anti-mage,slardar,disruptor,00:19:26,mid game,-3.19,-6598,-5762,0,0.0
6166279332,spirit-breaker,pudge,lion,ursa,techies,lina,tidehunter,anti-mage,slardar,disruptor,00:27:27,late game,-3.19,-9556,-12995,-1,0.0
